SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
F2306060049,P2C6,Functional Biomarker.m,060623_Functional Biomarker_F2306060049,,
F2306060103,P2C7,Functional Biomarker.m,060623_Functional Biomarker_F2306060103,,
F2306060115,P2C8,Functional Biomarker.m,060623_Functional Biomarker_F2306060115,,
F2306060037,P2C9,Functional Biomarker.m,060623_Functional Biomarker_F2306060037,,
F2306060040,P2C10,Functional Biomarker.m,060623_Functional Biomarker_F2306060040,,
F2306060098,P2C11,Functional Biomarker.m,060623_Functional Biomarker_F2306060098,,
F2306060102,P2C12,Functional Biomarker.m,060623_Functional Biomarker_F2306060102,,
F2306060027,P2D1,Functional Biomarker.m,060623_Functional Biomarker_F2306060027,,
F2306060030,P2D2,Functional Biomarker.m,060623_Functional Biomarker_F2306060030,,
F2306060095,P2D3,Functional Biomarker.m,060623_Functional Biomarker_F2306060095,,
F2306060077,P2D4,Functional Biomarker.m,060623_Functional Biomarker_F2306060077,,
F2306060060,P2D5,Functional Biomarker.m,060623_Functional Biomarker_F2306060060,,
F2306060116,P2D6,Functional Biomarker.m,060623_Functional Biomarker_F2306060116,,
F2306060089,P2D7,Functional Biomarker.m,060623_Functional Biomarker_F2306060089,,
F2306060106,P2D8,Functional Biomarker.m,060623_Functional Biomarker_F2306060106,,
F2306060087,P2D9,Functional Biomarker.m,060623_Functional Biomarker_F2306060087,,
F2306060072,P2D10,Functional Biomarker.m,060623_Functional Biomarker_F2306060072,,
F2306060058,P2D11,Functional Biomarker.m,060623_Functional Biomarker_F2306060058,,
F2306060029,P2D12,Functional Biomarker.m,060623_Functional Biomarker_F2306060029,,
F2306060078,P2E1,Functional Biomarker.m,060623_Functional Biomarker_F2306060078,,
F2306060063,P2E2,Functional Biomarker.m,060623_Functional Biomarker_F2306060063,,
F2306060002,P2E3,Functional Biomarker.m,060623_Functional Biomarker_F2306060002,,
F2306060065,P2E4,Functional Biomarker.m,060623_Functional Biomarker_F2306060065,,
F2306060015,P2E5,Functional Biomarker.m,060623_Functional Biomarker_F2306060015,,
F2306060082,P2E6,Functional Biomarker.m,060623_Functional Biomarker_F2306060082,,
F2306060067,P2E7,Functional Biomarker.m,060623_Functional Biomarker_F2306060067,,
F2306060093,P2E8,Functional Biomarker.m,060623_Functional Biomarker_F2306060093,,
F2306060096,P2E9,Functional Biomarker.m,060623_Functional Biomarker_F2306060096,,
F2306060084,P2E10,Functional Biomarker.m,060623_Functional Biomarker_F2306060084,,
F2306060070,P2E11,Functional Biomarker.m,060623_Functional Biomarker_F2306060070,,
F2306060053,P2E12,Functional Biomarker.m,060623_Functional Biomarker_F2306060053,,
F2306060080,P2F1,Functional Biomarker.m,060623_Functional Biomarker_F2306060080,,
F2306060091,P2F2,Functional Biomarker.m,060623_Functional Biomarker_F2306060091,,
F2306060092,P2F3,Functional Biomarker.m,060623_Functional Biomarker_F2306060092,,
F2306060022,P2F4,Functional Biomarker.m,060623_Functional Biomarker_F2306060022,,
F2306060039,P2F5,Functional Biomarker.m,060623_Functional Biomarker_F2306060039,,
F2306060100,P2F6,Functional Biomarker.m,060623_Functional Biomarker_F2306060100,,
F2306060043,P2F7,Functional Biomarker.m,060623_Functional Biomarker_F2306060043,,
F2306060041,P2F8,Functional Biomarker.m,060623_Functional Biomarker_F2306060041,,
F2306060055,P2F9,Functional Biomarker.m,060623_Functional Biomarker_F2306060055,,
F2306060051,P2F10,Functional Biomarker.m,060623_Functional Biomarker_F2306060051,,
F2306060066,P2F11,Functional Biomarker.m,060623_Functional Biomarker_F2306060066,,
F2306060112,P2F12,Functional Biomarker.m,060623_Functional Biomarker_F2306060112,,
F2306060109,P2G1,Functional Biomarker.m,060623_Functional Biomarker_F2306060109,,
F2306060088,P2G2,Functional Biomarker.m,060623_Functional Biomarker_F2306060088,,
F2306060090,P2G3,Functional Biomarker.m,060623_Functional Biomarker_F2306060090,,
F2306060026,P2G4,Functional Biomarker.m,060623_Functional Biomarker_F2306060026,,
F2306060064,P2G5,Functional Biomarker.m,060623_Functional Biomarker_F2306060064,,
F2306060023,P2G6,Functional Biomarker.m,060623_Functional Biomarker_F2306060023,,
F2306060024,P2G7,Functional Biomarker.m,060623_Functional Biomarker_F2306060024,,
F2306060046,P2G8,Functional Biomarker.m,060623_Functional Biomarker_F2306060046,,
F2306060047,P2G9,Functional Biomarker.m,060623_Functional Biomarker_F2306060047,,
F2306060061,P2G10,Functional Biomarker.m,060623_Functional Biomarker_F2306060061,,
F2306060110,P2G11,Functional Biomarker.m,060623_Functional Biomarker_F2306060110,,
F2306060036,P2G12,Functional Biomarker.m,060623_Functional Biomarker_F2306060036,,
F2306060032,P2H1,Functional Biomarker.m,060623_Functional Biomarker_F2306060032,,
F2306060054,P2H2,Functional Biomarker.m,060623_Functional Biomarker_F2306060054,,
F2306060016,P2H3,Functional Biomarker.m,060623_Functional Biomarker_F2306060016,,
F2306060017,P2H4,Functional Biomarker.m,060623_Functional Biomarker_F2306060017,,
F2306060007,P2H5,Functional Biomarker.m,060623_Functional Biomarker_F2306060007,,
F2306060009,P2H6,Functional Biomarker.m,060623_Functional Biomarker_F2306060009,,
F2306060083,P2H7,Functional Biomarker.m,060623_Functional Biomarker_F2306060083,,
F2306060069,P2H8,Functional Biomarker.m,060623_Functional Biomarker_F2306060069,,
F2306060062,P2H9,Functional Biomarker.m,060623_Functional Biomarker_F2306060062,,
F2306060059,P2H10,Functional Biomarker.m,060623_Functional Biomarker_F2306060059,,
F2306060013,P2H11,Functional Biomarker.m,060623_Functional Biomarker_F2306060013,,
F2306060004,P2H12,Functional Biomarker.m,060623_Functional Biomarker_F2306060004,,
CAL0002APOST,P2A1,Functional Biomarker.m,060623_Functional Biomarker_CAL0002APOST,Calibration,L1
CAL0002BPOST,P2A2,Functional Biomarker.m,060623_Functional Biomarker_CAL0002BPOST,Calibration,L2
CAL0002CPOST,P2A3,Functional Biomarker.m,060623_Functional Biomarker_CAL0002CPOST,Calibration,L3
CAL0002DPOST,P2A4,Functional Biomarker.m,060623_Functional Biomarker_CAL0002DPOST,Calibration,L4
QFP223060605POST,P2A5,Functional Biomarker.m,060623_Functional Biomarker_QFP223060605POST,QC,QC1
QFP223060606POST,P2A6,Functional Biomarker.m,060623_Functional Biomarker_QFP223060606POST,QC,QC2
NEG0002POST,P2A7,Functional Biomarker.m,060623_Functional Biomarker_NEG0002POST,,
