SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
2306060034,P1F8,Ultivo Tox.m,060623_Ultivo Tox_2306060034,,
2306060100,P1F9,Ultivo Tox.m,060623_Ultivo Tox_2306060100,,
2306060052,P1F10,Ultivo Tox.m,060623_Ultivo Tox_2306060052,,
2306060008,P1F11,Ultivo Tox.m,060623_Ultivo Tox_2306060008,,
2306060145,P1F12,Ultivo Tox.m,060623_Ultivo Tox_2306060145,,
2306060027,P1G1,Ultivo Tox.m,060623_Ultivo Tox_2306060027,,
2306060097,P1G2,Ultivo Tox.m,060623_Ultivo Tox_2306060097,,
2306060117,P1G3,Ultivo Tox.m,060623_Ultivo Tox_2306060117,,
2306060013,P1G4,Ultivo Tox.m,060623_Ultivo Tox_2306060013,,
2306060087,P1G5,Ultivo Tox.m,060623_Ultivo Tox_2306060087,,
2306060047,P1G6,Ultivo Tox.m,060623_Ultivo Tox_2306060047,,
2306060017,P1G7,Ultivo Tox.m,060623_Ultivo Tox_2306060017,,
2306060040,P1G8,Ultivo Tox.m,060623_Ultivo Tox_2306060040,,
2306060096,P1G9,Ultivo Tox.m,060623_Ultivo Tox_2306060096,,
2306060045,P1G10,Ultivo Tox.m,060623_Ultivo Tox_2306060045,,
2306060005,P1G11,Ultivo Tox.m,060623_Ultivo Tox_2306060005,,
2306060139,P1G12,Ultivo Tox.m,060623_Ultivo Tox_2306060139,,
2306060038,P1H1,Ultivo Tox.m,060623_Ultivo Tox_2306060038,,
2306060102,P1H2,Ultivo Tox.m,060623_Ultivo Tox_2306060102,,
2306060094,P1H3,Ultivo Tox.m,060623_Ultivo Tox_2306060094,,
2306060132,P1H4,Ultivo Tox.m,060623_Ultivo Tox_2306060132,,
2306060079,P1H5,Ultivo Tox.m,060623_Ultivo Tox_2306060079,,
2306060043,P1H6,Ultivo Tox.m,060623_Ultivo Tox_2306060043,,
2306060012,P1H7,Ultivo Tox.m,060623_Ultivo Tox_2306060012,,
2306060044,P1H8,Ultivo Tox.m,060623_Ultivo Tox_2306060044,,
2306060089,P1H9,Ultivo Tox.m,060623_Ultivo Tox_2306060089,,
2306060039,P1H10,Ultivo Tox.m,060623_Ultivo Tox_2306060039,,
2306060136,P1H11,Ultivo Tox.m,060623_Ultivo Tox_2306060136,,
2306060130,P1H12,Ultivo Tox.m,060623_Ultivo Tox_2306060130,,
CAL0001POST,P1A1,Ultivo Tox.m,060623_Ultivo Tox_CAL0001POST,Calibration,L1
QN123060613POST,P1B1,Ultivo Tox.m,060623_Ultivo Tox_QN123060613POST,QC,QC1
QN123060625POST,P1C1,Ultivo Tox.m,060623_Ultivo Tox_QN123060625POST,QC,QC2
NEG0001POST,P1D1,Ultivo Tox.m,060623_Ultivo Tox_NEG0001POST,,
CAL0002,P2A1,Ultivo Tox.m,060623_Ultivo Tox_CAL0002,Calibration,L1
QN223060613,P2B1,Ultivo Tox.m,060623_Ultivo Tox_QN223060613,QC,QC1
QN223060625,P2C1,Ultivo Tox.m,060623_Ultivo Tox_QN223060625,QC,QC2
NEG0002,P2D1,Ultivo Tox.m,060623_Ultivo Tox_NEG0002,,
2306060112,P2A2,Ultivo Tox.m,060623_Ultivo Tox_2306060112,,
2306060048,P2A3,Ultivo Tox.m,060623_Ultivo Tox_2306060048,,
2306060082,P2A4,Ultivo Tox.m,060623_Ultivo Tox_2306060082,,
2306060150,P2A5,Ultivo Tox.m,060623_Ultivo Tox_2306060150,,
2306060068,P2A6,Ultivo Tox.m,060623_Ultivo Tox_2306060068,,
2306060003,P2A7,Ultivo Tox.m,060623_Ultivo Tox_2306060003,,
2306060162,P2A8,Ultivo Tox.m,060623_Ultivo Tox_2306060162,,
2306060164,P2A9,Ultivo Tox.m,060623_Ultivo Tox_2306060164,,
2306060135,P2A10,Ultivo Tox.m,060623_Ultivo Tox_2306060135,,
2306060194,P2A11,Ultivo Tox.m,060623_Ultivo Tox_2306060194,,
2306060201,P2A12,Ultivo Tox.m,060623_Ultivo Tox_2306060201,,
2306060101,P2B2,Ultivo Tox.m,060623_Ultivo Tox_2306060101,,
2306060036,P2B3,Ultivo Tox.m,060623_Ultivo Tox_2306060036,,
2306060072,P2B4,Ultivo Tox.m,060623_Ultivo Tox_2306060072,,
2306060124,P2B5,Ultivo Tox.m,060623_Ultivo Tox_2306060124,,
2306060055,P2B6,Ultivo Tox.m,060623_Ultivo Tox_2306060055,,
2306060148,P2B7,Ultivo Tox.m,060623_Ultivo Tox_2306060148,,
2306060156,P2B8,Ultivo Tox.m,060623_Ultivo Tox_2306060156,,
2306060157,P2B9,Ultivo Tox.m,060623_Ultivo Tox_2306060157,,
2306060141,P2B10,Ultivo Tox.m,060623_Ultivo Tox_2306060141,,
2306060188,P2B11,Ultivo Tox.m,060623_Ultivo Tox_2306060188,,
2306060193,P2B12,Ultivo Tox.m,060623_Ultivo Tox_2306060193,,
2306060092,P2C2,Ultivo Tox.m,060623_Ultivo Tox_2306060092,,
2306060016,P2C3,Ultivo Tox.m,060623_Ultivo Tox_2306060016,,
2306060042,P2C4,Ultivo Tox.m,060623_Ultivo Tox_2306060042,,
2306060116,P2C5,Ultivo Tox.m,060623_Ultivo Tox_2306060116,,
2306060051,P2C6,Ultivo Tox.m,060623_Ultivo Tox_2306060051,,
2306060168,P2C7,Ultivo Tox.m,060623_Ultivo Tox_2306060168,,
2306060138,P2C8,Ultivo Tox.m,060623_Ultivo Tox_2306060138,,
2306060173,P2C9,Ultivo Tox.m,060623_Ultivo Tox_2306060173,,
2306060198,P2C10,Ultivo Tox.m,060623_Ultivo Tox_2306060198,,
2306060183,P2C11,Ultivo Tox.m,060623_Ultivo Tox_2306060183,,
2306060181,P2C12,Ultivo Tox.m,060623_Ultivo Tox_2306060181,,
2306060080,P2D2,Ultivo Tox.m,060623_Ultivo Tox_2306060080,,
2306060007,P2D3,Ultivo Tox.m,060623_Ultivo Tox_2306060007,,
2306060035,P2D4,Ultivo Tox.m,060623_Ultivo Tox_2306060035,,
2306060106,P2D5,Ultivo Tox.m,060623_Ultivo Tox_2306060106,,
2306060046,P2D6,Ultivo Tox.m,060623_Ultivo Tox_2306060046,,
2306060159,P2D7,Ultivo Tox.m,060623_Ultivo Tox_2306060159,,
2306060172,P2D8,Ultivo Tox.m,060623_Ultivo Tox_2306060172,,
2306060165,P2D9,Ultivo Tox.m,060623_Ultivo Tox_2306060165,,
2306060189,P2D10,Ultivo Tox.m,060623_Ultivo Tox_2306060189,,
2306060177,P2D11,Ultivo Tox.m,060623_Ultivo Tox_2306060177,,
2306060206,P2D12,Ultivo Tox.m,060623_Ultivo Tox_2306060206,,
2306060077,P2E2,Ultivo Tox.m,060623_Ultivo Tox_2306060077,,
2306060002,P2E3,Ultivo Tox.m,060623_Ultivo Tox_2306060002,,
2306060030,P2E4,Ultivo Tox.m,060623_Ultivo Tox_2306060030,,
2306060103,P2E5,Ultivo Tox.m,060623_Ultivo Tox_2306060103,,
2306060033,P2E6,Ultivo Tox.m,060623_Ultivo Tox_2306060033,,
2306060154,P2E7,Ultivo Tox.m,060623_Ultivo Tox_2306060154,,
2306060166,P2E8,Ultivo Tox.m,060623_Ultivo Tox_2306060166,,
2306060158,P2E9,Ultivo Tox.m,060623_Ultivo Tox_2306060158,,
2306060184,P2E10,Ultivo Tox.m,060623_Ultivo Tox_2306060184,,
2306060190,P2E11,Ultivo Tox.m,060623_Ultivo Tox_2306060190,,
2306060195,P2E12,Ultivo Tox.m,060623_Ultivo Tox_2306060195,,
2306060131,P2F1,Ultivo Tox.m,060623_Ultivo Tox_2306060131,,
2306060071,P2F2,Ultivo Tox.m,060623_Ultivo Tox_2306060071,,
2306060144,P2F3,Ultivo Tox.m,060623_Ultivo Tox_2306060144,,
2306060023,P2F4,Ultivo Tox.m,060623_Ultivo Tox_2306060023,,
2306060099,P2F5,Ultivo Tox.m,060623_Ultivo Tox_2306060099,,
2306060025,P2F6,Ultivo Tox.m,060623_Ultivo Tox_2306060025,,
2306060151,P2F7,Ultivo Tox.m,060623_Ultivo Tox_2306060151,,
2306060163,P2F8,Ultivo Tox.m,060623_Ultivo Tox_2306060163,,
2306060153,P2F9,Ultivo Tox.m,060623_Ultivo Tox_2306060153,,
2306060179,P2F10,Ultivo Tox.m,060623_Ultivo Tox_2306060179,,
2306060204,P2F11,Ultivo Tox.m,060623_Ultivo Tox_2306060204,,
2306060185,P2F12,Ultivo Tox.m,060623_Ultivo Tox_2306060185,,
2306060126,P2G1,Ultivo Tox.m,060623_Ultivo Tox_2306060126,,
2306060062,P2G2,Ultivo Tox.m,060623_Ultivo Tox_2306060062,,
2306060110,P2G3,Ultivo Tox.m,060623_Ultivo Tox_2306060110,,
2306060019,P2G4,Ultivo Tox.m,060623_Ultivo Tox_2306060019,,
2306060088,P2G5,Ultivo Tox.m,060623_Ultivo Tox_2306060088,,
2306060020,P2G6,Ultivo Tox.m,060623_Ultivo Tox_2306060020,,
2306060142,P2G7,Ultivo Tox.m,060623_Ultivo Tox_2306060142,,
2306060146,P2G8,Ultivo Tox.m,060623_Ultivo Tox_2306060146,,
2306060171,P2G9,Ultivo Tox.m,060623_Ultivo Tox_2306060171,,
2306060174,P2G10,Ultivo Tox.m,060623_Ultivo Tox_2306060174,,
2306060199,P2G11,Ultivo Tox.m,060623_Ultivo Tox_2306060199,,
2306060176,P2G12,Ultivo Tox.m,060623_Ultivo Tox_2306060176,,
2306060120,P2H1,Ultivo Tox.m,060623_Ultivo Tox_2306060120,,
2306060054,P2H2,Ultivo Tox.m,060623_Ultivo Tox_2306060054,,
2306060093,P2H3,Ultivo Tox.m,060623_Ultivo Tox_2306060093,,
2306060011,P2H4,Ultivo Tox.m,060623_Ultivo Tox_2306060011,,
2306060081,P2H5,Ultivo Tox.m,060623_Ultivo Tox_2306060081,,
2306060009,P2H6,Ultivo Tox.m,060623_Ultivo Tox_2306060009,,
2306060134,P2H7,Ultivo Tox.m,060623_Ultivo Tox_2306060134,,
2306060170,P2H8,Ultivo Tox.m,060623_Ultivo Tox_2306060170,,
2306060160,P2H9,Ultivo Tox.m,060623_Ultivo Tox_2306060160,,
2306060200,P2H10,Ultivo Tox.m,060623_Ultivo Tox_2306060200,,
2306060192,P2H11,Ultivo Tox.m,060623_Ultivo Tox_2306060192,,
2306060202,P2H12,Ultivo Tox.m,060623_Ultivo Tox_2306060202,,
CAL0002POST,P2A1,Ultivo Tox.m,060623_Ultivo Tox_CAL0002POST,Calibration,L1
QN223060613POST,P2B1,Ultivo Tox.m,060623_Ultivo Tox_QN223060613POST,QC,QC1
QN223060625POST,P2C1,Ultivo Tox.m,060623_Ultivo Tox_QN223060625POST,QC,QC2
NEG0002POST,P2D1,Ultivo Tox.m,060623_Ultivo Tox_NEG0002POST,,
