SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
2306060366,P1H6,ETOH.m,060623_ETOH_2306060366,,
2306060380,P1H7,ETOH.m,060623_ETOH_2306060380,,
2306060434,P1H8,ETOH.m,060623_ETOH_2306060434,,
2306060467,P1H9,ETOH.m,060623_ETOH_2306060467,,
CAL0005POST,P1A1,ETOH.m,060623_ETOH_CAL0005POST,Calibration,L1
QN523060613POST,P1B1,ETOH.m,060623_ETOH_QN523060613POST,QC,QC1
QN523060625POST,P1C1,ETOH.m,060623_ETOH_QN523060625POST,QC,QC2
NEG0005POST,P1D1,ETOH.m,060623_ETOH_NEG0005POST,,
CAL0006,P2A1,ETOH.m,060623_ETOH_CAL0006,Calibration,L1
QN623060613,P2B1,ETOH.m,060623_ETOH_QN623060613,QC,QC1
QN623060625,P2C1,ETOH.m,060623_ETOH_QN623060625,QC,QC2
NEG0006,P2D1,ETOH.m,060623_ETOH_NEG0006,,
2306060554,P2A2,ETOH.m,060623_ETOH_2306060554,,
2306060469,P2A3,ETOH.m,060623_ETOH_2306060469,,
2306060557,P2A7,ETOH.m,060623_ETOH_2306060557,,
2306060505,P2A8,ETOH.m,060623_ETOH_2306060505,,
2306060347,P2A9,ETOH.m,060623_ETOH_2306060347,,
2306060420,P2A10,ETOH.m,060623_ETOH_2306060420,,
2306060562,P2A11,ETOH.m,060623_ETOH_2306060562,,
2306060586,P2A12,ETOH.m,060623_ETOH_2306060586,,
2306060534,P2B2,ETOH.m,060623_ETOH_2306060534,,
2306060595,P2B3,ETOH.m,060623_ETOH_2306060595,,
2306060482,P2B4,ETOH.m,060623_ETOH_2306060482,,
2306060598,P2B5,ETOH.m,060623_ETOH_2306060598,,
2306060589,P2B6,ETOH.m,060623_ETOH_2306060589,,
2306060552,P2B7,ETOH.m,060623_ETOH_2306060552,,
2306060498,P2B8,ETOH.m,060623_ETOH_2306060498,,
2306060356,P2B9,ETOH.m,060623_ETOH_2306060356,,
2306060492,P2B10,ETOH.m,060623_ETOH_2306060492,,
2306060571,P2B11,ETOH.m,060623_ETOH_2306060571,,
2306060567,P2B12,ETOH.m,060623_ETOH_2306060567,,
2306060522,P2C2,ETOH.m,060623_ETOH_2306060522,,
2306060588,P2C3,ETOH.m,060623_ETOH_2306060588,,
2306060600,P2C4,ETOH.m,060623_ETOH_2306060600,,
2306060585,P2C5,ETOH.m,060623_ETOH_2306060585,,
2306060580,P2C6,ETOH.m,060623_ETOH_2306060580,,
2306060493,P2C8,ETOH.m,060623_ETOH_2306060493,,
2306060369,P2C9,ETOH.m,060623_ETOH_2306060369,,
2306060502,P2C10,ETOH.m,060623_ETOH_2306060502,,
2306060578,P2C11,ETOH.m,060623_ETOH_2306060578,,
2306060550,P2C12,ETOH.m,060623_ETOH_2306060550,,
2306060510,P2D2,ETOH.m,060623_ETOH_2306060510,,
2306060579,P2D3,ETOH.m,060623_ETOH_2306060579,,
2306060547,P2D4,ETOH.m,060623_ETOH_2306060547,,
2306060538,P2D7,ETOH.m,060623_ETOH_2306060538,,
2306060484,P2D8,ETOH.m,060623_ETOH_2306060484,,
2306060378,P2D9,ETOH.m,060623_ETOH_2306060378,,
2306060515,P2D10,ETOH.m,060623_ETOH_2306060515,,
2306060582,P2D11,ETOH.m,060623_ETOH_2306060582,,
2306060535,P2D12,ETOH.m,060623_ETOH_2306060535,,
2306060503,P2E2,ETOH.m,060623_ETOH_2306060503,,
2306060568,P2E3,ETOH.m,060623_ETOH_2306060568,,
2306060540,P2E4,ETOH.m,060623_ETOH_2306060540,,
2306060529,P2E6,ETOH.m,060623_ETOH_2306060529,,
2306060530,P2E7,ETOH.m,060623_ETOH_2306060530,,
2306060479,P2E8,ETOH.m,060623_ETOH_2306060479,,
2306060387,P2E9,ETOH.m,060623_ETOH_2306060387,,
2306060521,P2E10,ETOH.m,060623_ETOH_2306060521,,
2306060587,P2E11,ETOH.m,060623_ETOH_2306060587,,
2306060601,P2E12,ETOH.m,060623_ETOH_2306060601,,
2306060593,P2F1,ETOH.m,060623_ETOH_2306060593,,
2306060495,P2F2,ETOH.m,060623_ETOH_2306060495,,
2306060548,P2F3,ETOH.m,060623_ETOH_2306060548,,
2306060524,P2F4,ETOH.m,060623_ETOH_2306060524,,
2306060561,P2F5,ETOH.m,060623_ETOH_2306060561,,
2306060523,P2F7,ETOH.m,060623_ETOH_2306060523,,
2306060395,P2F9,ETOH.m,060623_ETOH_2306060395,,
2306060537,P2F10,ETOH.m,060623_ETOH_2306060537,,
2306060594,P2F11,ETOH.m,060623_ETOH_2306060594,,
2306060602,P2F12,ETOH.m,060623_ETOH_2306060602,,
2306060576,P2G1,ETOH.m,060623_ETOH_2306060576,,
2306060485,P2G2,ETOH.m,060623_ETOH_2306060485,,
2306060525,P2G3,ETOH.m,060623_ETOH_2306060525,,
2306060518,P2G4,ETOH.m,060623_ETOH_2306060518,,
2306060526,P2G5,ETOH.m,060623_ETOH_2306060526,,
2306060607,P2G6,ETOH.m,060623_ETOH_2306060607,,
2306060403,P2G9,ETOH.m,060623_ETOH_2306060403,,
2306060545,P2G10,ETOH.m,060623_ETOH_2306060545,,
2306060596,P2G11,ETOH.m,060623_ETOH_2306060596,,
2306060551,P2G12,ETOH.m,060623_ETOH_2306060551,,
2306060570,P2H1,ETOH.m,060623_ETOH_2306060570,,
2306060477,P2H2,ETOH.m,060623_ETOH_2306060477,,
2306060514,P2H3,ETOH.m,060623_ETOH_2306060514,,
2306060605,P2H6,ETOH.m,060623_ETOH_2306060605,,
2306060412,P2H9,ETOH.m,060623_ETOH_2306060412,,
2306060555,P2H10,ETOH.m,060623_ETOH_2306060555,,
2306060591,P2H11,ETOH.m,060623_ETOH_2306060591,,
2306060560,P2H12,ETOH.m,060623_ETOH_2306060560,,
CAL0006POST,P2A1,ETOH.m,060623_ETOH_CAL0006POST,Calibration,L1
QN623060613POST,P2B1,ETOH.m,060623_ETOH_QN623060613POST,QC,QC1
QN623060625POST,P2C1,ETOH.m,060623_ETOH_QN623060625POST,QC,QC2
NEG0006POST,P2D1,ETOH.m,060623_ETOH_NEG0006POST,,
