SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
F2306060213,P1E8,Functional Biomarker.m,060623_Functional Biomarker_F2306060213,,
F2306060216,P1E9,Functional Biomarker.m,060623_Functional Biomarker_F2306060216,,
F2306060006,P1E10,Functional Biomarker.m,060623_Functional Biomarker_F2306060006,,
F2306060005,P1E11,Functional Biomarker.m,060623_Functional Biomarker_F2306060005,,
F2306060215,P1E12,Functional Biomarker.m,060623_Functional Biomarker_F2306060215,,
F2306060212,P1F1,Functional Biomarker.m,060623_Functional Biomarker_F2306060212,,
F2306060217,P1F2,Functional Biomarker.m,060623_Functional Biomarker_F2306060217,,
F2306060219,P1F3,Functional Biomarker.m,060623_Functional Biomarker_F2306060219,,
F2306060220,P1F4,Functional Biomarker.m,060623_Functional Biomarker_F2306060220,,
F2306060218,P1F5,Functional Biomarker.m,060623_Functional Biomarker_F2306060218,,
F2306060221,P1F6,Functional Biomarker.m,060623_Functional Biomarker_F2306060221,,
F2306060222,P1F7,Functional Biomarker.m,060623_Functional Biomarker_F2306060222,,
F2306060223,P1F8,Functional Biomarker.m,060623_Functional Biomarker_F2306060223,,
F2306060071,P1F9,Functional Biomarker.m,060623_Functional Biomarker_F2306060071,,
CAL0003APOST,P1A1,Functional Biomarker.m,060623_Functional Biomarker_CAL0003APOST,Calibration,L1
CAL0003BPOST,P1A2,Functional Biomarker.m,060623_Functional Biomarker_CAL0003BPOST,Calibration,L2
CAL0003CPOST,P1A3,Functional Biomarker.m,060623_Functional Biomarker_CAL0003CPOST,Calibration,L3
CAL0003DPOST,P1A4,Functional Biomarker.m,060623_Functional Biomarker_CAL0003DPOST,Calibration,L4
QFP323060605POST,P1A5,Functional Biomarker.m,060623_Functional Biomarker_QFP323060605POST,QC,QC1
QFP323060606POST,P1A6,Functional Biomarker.m,060623_Functional Biomarker_QFP323060606POST,QC,QC2
NEG0003POST,P1A7,Functional Biomarker.m,060623_Functional Biomarker_NEG0003POST,,
