SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
2306060512,P1F6,ETOH.m,060623_ETOH_2306060512,,
2306060617,P1F7,ETOH.m,060623_ETOH_2306060617,,
2306060501,P1F8,ETOH.m,060623_ETOH_2306060501,,
2306060640,P1F11,ETOH.m,060623_ETOH_2306060640,,
2306060653,P1F12,ETOH.m,060623_ETOH_2306060653,,
2306060489,P1G1,ETOH.m,060623_ETOH_2306060489,,
2306060539,P1G2,ETOH.m,060623_ETOH_2306060539,,
2306060583,P1G5,ETOH.m,060623_ETOH_2306060583,,
2306060500,P1G6,ETOH.m,060623_ETOH_2306060500,,
2306060614,P1G7,ETOH.m,060623_ETOH_2306060614,,
2306060520,P1G8,ETOH.m,060623_ETOH_2306060520,,
2306060633,P1G11,ETOH.m,060623_ETOH_2306060633,,
2306060645,P1G12,ETOH.m,060623_ETOH_2306060645,,
2306060544,P1H2,ETOH.m,060623_ETOH_2306060544,,
2306060577,P1H5,ETOH.m,060623_ETOH_2306060577,,
2306060494,P1H6,ETOH.m,060623_ETOH_2306060494,,
2306060610,P1H7,ETOH.m,060623_ETOH_2306060610,,
2306060531,P1H8,ETOH.m,060623_ETOH_2306060531,,
2306060650,P1H10,ETOH.m,060623_ETOH_2306060650,,
2306060627,P1H11,ETOH.m,060623_ETOH_2306060627,,
2306060637,P1H12,ETOH.m,060623_ETOH_2306060637,,
CAL0007POST,P1A1,ETOH.m,060623_ETOH_CAL0007POST,Calibration,L1
QN723060613POST,P1B1,ETOH.m,060623_ETOH_QN723060613POST,QC,QC1
QN723060625POST,P1C1,ETOH.m,060623_ETOH_QN723060625POST,QC,QC2
NEG0007POST,P1D1,ETOH.m,060623_ETOH_NEG0007POST,,
CAL0008,P2A1,ETOH.m,060623_ETOH_CAL0008,Calibration,L1
QN823060613,P2B1,ETOH.m,060623_ETOH_QN823060613,QC,QC1
QN823060625,P2C1,ETOH.m,060623_ETOH_QN823060625,QC,QC2
NEG0008,P2D1,ETOH.m,060623_ETOH_NEG0008,,
2306060626,P2A2,ETOH.m,060623_ETOH_2306060626,,
2306060662,P2A3,ETOH.m,060623_ETOH_2306060662,,
2306060667,P2A4,ETOH.m,060623_ETOH_2306060667,,
2306060665,P2A6,ETOH.m,060623_ETOH_2306060665,,
2306060744,P2A7,ETOH.m,060623_ETOH_2306060744,,
2306060671,P2A9,ETOH.m,060623_ETOH_2306060671,,
2306060766,P2A10,ETOH.m,060623_ETOH_2306060766,,
2306060724,P2A11,ETOH.m,060623_ETOH_2306060724,,
2306060764,P2A12,ETOH.m,060623_ETOH_2306060764,,
2306060691,P2B2,ETOH.m,060623_ETOH_2306060691,,
2306060649,P2B3,ETOH.m,060623_ETOH_2306060649,,
2306060687,P2B4,ETOH.m,060623_ETOH_2306060687,,
2306060689,P2B6,ETOH.m,060623_ETOH_2306060689,,
2306060747,P2B9,ETOH.m,060623_ETOH_2306060747,,
2306060763,P2B10,ETOH.m,060623_ETOH_2306060763,,
2306060719,P2B11,ETOH.m,060623_ETOH_2306060719,,
2306060754,P2B12,ETOH.m,060623_ETOH_2306060754,,
2306060688,P2C2,ETOH.m,060623_ETOH_2306060688,,
2306060680,P2C4,ETOH.m,060623_ETOH_2306060680,,
2306060681,P2C6,ETOH.m,060623_ETOH_2306060681,,
2306060720,P2C9,ETOH.m,060623_ETOH_2306060720,,
2306060756,P2C10,ETOH.m,060623_ETOH_2306060756,,
2306060746,P2C12,ETOH.m,060623_ETOH_2306060746,,
2306060683,P2D2,ETOH.m,060623_ETOH_2306060683,,
2306060466,P2D3,ETOH.m,060623_ETOH_2306060466,,
2306060673,P2D4,ETOH.m,060623_ETOH_2306060673,,
2306060692,P2D5,ETOH.m,060623_ETOH_2306060692,,
2306060603,P2D6,ETOH.m,060623_ETOH_2306060603,,
2306060761,P2D9,ETOH.m,060623_ETOH_2306060761,,
2306060776,P2D11,ETOH.m,060623_ETOH_2306060776,,
2306060732,P2D12,ETOH.m,060623_ETOH_2306060732,,
2306060677,P2E2,ETOH.m,060623_ETOH_2306060677,,
2306060666,P2E4,ETOH.m,060623_ETOH_2306060666,,
2306060635,P2E5,ETOH.m,060623_ETOH_2306060635,,
2306060604,P2E6,ETOH.m,060623_ETOH_2306060604,,
2306060741,P2E9,ETOH.m,060623_ETOH_2306060741,,
2306060760,P2E11,ETOH.m,060623_ETOH_2306060760,,
2306060718,P2E12,ETOH.m,060623_ETOH_2306060718,,
2306060690,P2F1,ETOH.m,060623_ETOH_2306060690,,
2306060669,P2F2,ETOH.m,060623_ETOH_2306060669,,
2306060660,P2F4,ETOH.m,060623_ETOH_2306060660,,
2306060659,P2F5,ETOH.m,060623_ETOH_2306060659,,
2306060729,P2F8,ETOH.m,060623_ETOH_2306060729,,
2306060707,P2F9,ETOH.m,060623_ETOH_2306060707,,
2306060737,P2F11,ETOH.m,060623_ETOH_2306060737,,
2306060712,P2F12,ETOH.m,060623_ETOH_2306060712,,
2306060682,P2G1,ETOH.m,060623_ETOH_2306060682,,
2306060686,P2G2,ETOH.m,060623_ETOH_2306060686,,
2306060654,P2G4,ETOH.m,060623_ETOH_2306060654,,
2306060678,P2G5,ETOH.m,060623_ETOH_2306060678,,
2306060629,P2G6,ETOH.m,060623_ETOH_2306060629,,
2306060777,P2G9,ETOH.m,060623_ETOH_2306060777,,
2306060738,P2G10,ETOH.m,060623_ETOH_2306060738,,
2306060778,P2G11,ETOH.m,060623_ETOH_2306060778,,
2306060705,P2G12,ETOH.m,060623_ETOH_2306060705,,
2306060674,P2H1,ETOH.m,060623_ETOH_2306060674,,
2306060676,P2H2,ETOH.m,060623_ETOH_2306060676,,
2306060670,P2H4,ETOH.m,060623_ETOH_2306060670,,
2306060697,P2H5,ETOH.m,060623_ETOH_2306060697,,
2306060648,P2H6,ETOH.m,060623_ETOH_2306060648,,
2306060740,P2H7,ETOH.m,060623_ETOH_2306060740,,
2306060770,P2H9,ETOH.m,060623_ETOH_2306060770,,
2306060768,P2H11,ETOH.m,060623_ETOH_2306060768,,
2306060693,P2H12,ETOH.m,060623_ETOH_2306060693,,
CAL0008POST,P2A1,ETOH.m,060623_ETOH_CAL0008POST,Calibration,L1
QN823060613POST,P2B1,ETOH.m,060623_ETOH_QN823060613POST,QC,QC1
QN823060625POST,P2C1,ETOH.m,060623_ETOH_QN823060625POST,QC,QC2
NEG0008POST,P2D1,ETOH.m,060623_ETOH_NEG0008POST,,
